AREA DEM REP OTH OVERVOTES UNDERVOTES BLANKVOTES TOT
AREA DEM REP OTH OVERVOTES UNDERVOTES BLANKVOTES TOT
AL-1 NA 111089 6132 0 0 0 0
AL-2 63447 104796 4719 0 0 0 0
AL-3 107654 NA 1561 0 0 0 0
AL-4 129365 NA 2721 0 0 0 0
AL-5 117626 NA 7730 0 0 0 0
AL-6 87536 95019 5427 0 0 0 0
AL-7 122505 43320 2979 0 0 0 0
AK-1 39922 114089 607 0 0 0 0
AZ-1 40045 136961 9827 0 0 0 0
AZ-2 127736 88653 3297 0 0 0 0
AZ-3 141448 65845 12529 0 0 0 0
AZ-4 85046 142565 0 0 0 0 0
AR-1 1 NA 0 0 0 0 0
AR-2 42278 159148 229 0 0 0 0
AR-3 NA 1 0 0 0 0 0
AR-4 1 NA 0 0 0 0 0
CA-1 107682 145098 17419 0 0 0 0
CA-2 109789 141698 10187 0 0 0 0
CA-3 170670 64215 6980 0 0 0 0
CA-4 133853 60935 10267 0 0 0 0
CA-5 101105 89624 7092 0 0 0 0
CA-6 93400 34500 6750 0 0 0 0
CA-7 142044 70479 11946 0 0 0 0
CA-8 108380 76580 10465 0 0 0 0
CA-9 90504 67265 5823 0 0 0 0
CA-10 102231 45987 16325 0 0 0 0
CA-11 85823 80100 19089 0 0 0 0
CA-12 37009 143817 18257 0 0 0 0
CA-13 132246 79766 12597 0 0 0 0
CA-14 79883 133979 6717 0 0 0 0
CA-15 108072 37895 4524 0 0 0 0
CA-16 158360 54675 10000 0 0 0 0
CA-17 53780 129159 0 0 0 0 0
CA-18 51415 126046 0 0 0 0 0
CA-19 36990 162849 9764 0 0 0 0
CA-20 43024 199674 10605 0 0 0 0
CA-21 73898 74674 4828 0 0 0 0
CA-22 57477 115241 7705 0 0 0 0
CA-23 126020 62742 10623 0 0 0 0
CA-24 93569 39744 13418 0 0 0 0
CA-25 49080 21116 4169 0 0 0 0
CA-26 40099 116715 7700 0 0 0 0
CA-27 100061 109807 5448 0 0 0 0
CA-28 108725 23179 5400 0 0 0 0
CA-29 80095 10282 2622 0 0 0 0
CA-30 74119 24136 4480 0 0 0 0
CA-31 69146 38203 0 0 0 0 0
CA-32 84057 39260 4209 0 0 0 0
CA-33 50365 122439 0 0 0 0 0
CA-34 46351 138024 7794 0 0 0 0
CA-35 88279 100743 5492 0 0 0 0
CA-36 88628 73247 6815 0 0 0 0
CA-37 58091 165371 7615 0 0 0 0
CA-38 91880 66256 7301 0 0 0 0
