AREA DEM REP OTH OVERVOTES UNDERVOTES BLANKVOTES TOT
AREA DEM REP OTH OVERVOTES UNDERVOTES BLANKVOTES TOT
AL-1 48278 103758 198 0 0 0 0
AL-2 54692 113103 157 0 0 0 0
AL-3 52816 103558 246 0 0 0 0
AL-4 NA 132831 1921 0 0 0 0
AL-5 NA 115338 39636 0 0 0 0
AL-6 42291 135945 213 0 0 0 0
AL-7 133687 NA 2212 0 0 0 0
AK-1 114602 142572 22567 0 0 0 0
AZ-1 97391 87723 0 0 0 0 0
AZ-2 109543 109704 104 0 0 0 0
AZ-3 58192 46185 51 0 0 0 0
AZ-4 45179 122560 7440 0 0 0 0
AZ-5 54596 124867 0 0 0 0 0
AZ-6 70198 129578 0 0 0 0 0
AZ-7 54235 NA 18219 0 0 0 0
AZ-8 NA 128710 41066 0 0 0 0
AZ-9 88609 67841 5612 0 0 0 0
AR-1 63555 124139 8562 0 0 0 0
AR-2 103477 123073 10780 0 0 0 0
AR-3 NA 151630 39305 0 0 0 0
AR-4 87742 110789 7600 0 0 0 0
CA-1 84320 132052 0 0 0 0 0
CA-2 163124 54400 0 0 0 0 0
CA-3 79224 71036 0 0 0 0 0
CA-4 NA 126784 0 0 0 0 0
CA-5 129613 NA 41535 0 0 0 0
CA-6 97008 36448 0 0 0 0 0
CA-7 92521 91066 0 0 0 0 0
CA-8 37056 77480 0 0 0 0 0
CA-9 63475 57729 0 0 0 0 0
CA-10 55123 70582 0 0 0 0 0
CA-11 117502 57160 0 0 0 0 0
CA-12 160067 32197 0 0 0 0 0
CA-13 168491 21940 0 0 0 0 0
CA-14 114389 34757 0 0 0 0 0
CA-15 99756 43150 0 0 0 0 0
CA-16 46277 44943 0 0 0 0 0
CA-17 69561 NA 0 0 0 0 0
CA-18 133060 63326 0 0 0 0 0
CA-19 85888 NA 0 0 0 0 0
CA-20 106034 NA 35010 0 0 0 0
CA-21 33470 45907 0 0 0 0 0
CA-22 37289 96053 0 0 0 0 0
CA-23 33726 100317 0 0 0 0 0
CA-24 103228 95566 0 0 0 0 0
CA-25 NA 60847 0 0 0 0 0
CA-26 87176 82653 0 0 0 0 0
