AREA DEM REP OTH OVERVOTES UNDERVOTES BLANKVOTES TOT
AREA DEM REP OTH OVERVOTES UNDERVOTES BLANKVOTES TOT
AL-1 78742 128874 6588 0 0 0 0
AL-2 109335 112906 5919 0 0 0 0
AL-3 119175 73800 4629 0 0 0 0
AL-4 157907 66934 5682 0 0 0 0
AL-5 160060 77951 6122 0 0 0 0
AL-6 126062 146599 7478 0 0 0 0
AL-7 144320 36086 27367 0 0 0 0
AK-1 102378 111849 24889 0 0 0 0
AZ-1 130715 113613 10461 0 0 0 0
AZ-2 90693 41257 5428 0 0 0 0
AZ-3 88830 158906 10767 0 0 0 0
AZ-4 70572 156330 37164 0 0 0 0
AZ-5 77256 172867 9690 0 0 0 0
AZ-6 124251 97074 12047 0 0 0 0
AR-1 149558 64618 0 0 0 0 0
AR-2 154946 53978 0 0 0 0 0
AR-3 117775 125295 6424 0 0 0 0
AR-4 102918 113009 0 0 0 0 0
CA-1 119676 113266 18264 0 0 0 0
CA-2 71780 167247 17529 0 0 0 0
CA-3 122149 96092 20444 0 0 0 0
CA-4 129489 141155 12721 0 0 0 0
CA-5 158250 58698 13612 0 0 0 0
CA-6 190322 98171 3293 0 0 0 0
CA-7 153320 54822 9840 0 0 0 0
CA-8 191906 25693 15092 0 0 0 0
CA-9 164265 53707 10495 0 0 0 0
CA-10 134635 145702 92 0 0 0 0
CA-11 90539 94453 13498 0 0 0 0
CA-12 157205 53278 17924 0 0 0 0
CA-13 123795 64953 16768 0 0 0 0
CA-14 146873 101202 11147 0 0 0 0
CA-15 168617 82875 13878 0 0 0 0
CA-16 96661 49843 9379 0 0 0 0
CA-17 151565 49947 8855 0 0 0 0
CA-18 139704 NA 25307 0 0 0 0
CA-19 101619 100590 14431 0 0 0 0
CA-20 72679 39388 0 0 0 0 0
CA-21 68058 127758 149 0 0 0 0
CA-22 87328 131242 31356 0 0 0 0
CA-23 88225 115504 9152 0 0 0 0
CA-24 141742 99835 13690 0 0 0 0
CA-25 72233 113611 32871 0 0 0 0
CA-26 73807 36453 10648 0 0 0 0
CA-27 83805 105521 23124 0 0 0 0
CA-28 76525 122353 10504 0 0 0 0
CA-29 160312 67141 34033 0 0 0 0
CA-30 48800 20034 14709 0 0 0 0
CA-31 68324 40873 0 0 0 0 0
CA-32 150644 NA 22168 0 0 0 0
CA-33 32010 15428 3341 0 0 0 0
CA-34 91738 50907 7073 0 0 0 0
CA-35 102941 17417 4418 0 0 0 0
CA-36 125751 109684 115962 0 0 0 0
CA-37 97159 NA 16178 0 0 0 0
CA-38 82108 92038 15175 0 0 0 0
CA-39 81728 122472 9484 0 0 0 0
CA-40 63881 129563 11839 0 0 0 0
CA-41 58777 101753 10136 0 0 0 0
CA-42 79780 69251 8424 0 0 0 0
CA-43 88468 88987 13184 0 0 0 0
CA-44 81693 110333 11515 0 0 0 0
CA-45 88508 123731 14777 0 0 0 0
CA-46 45435 55659 9712 0 0 0 0
CA-47 76924 165004 12329 0 0 0 0
CA-48 67415 140935 22145 0 0 0 0
CA-49 127280 106170 15448 0 0 0 0
CA-50 77293 39531 19802 0 0 0 0
CA-51 85148 141890 25957 0 0 0 0
CA-52 88076 112995 12713 0 0 0 0
CO-1 156629 70902 0 0 0 0 0
CO-2 164790 88470 18101 0 0 0 0
CO-3 114480 143293 4191 0 0 0 0
CO-4 101957 139884 0 0 0 0 0
CO-5 62550 173096 7769 0 0 0 0
CO-6 91073 142021 3 0 0 0 0
CT-1 164735 75113 5582 0 0 0 0
CT-2 123291 119416 0 0 0 0 0
CT-3 162568 84952 11 0 0 0 0
CT-4 58666 147816 13133 0 0 0 0
CT-5 74791 104891 60601 0 0 0 0
CT-6 60373 166967 12257 0 0 0 0
DE-1 117426 153037 5661 0 0 0 0
FL-1 118941 100349 9342 0 0 0 0
FL-2 167215 60425 86 0 0 0 0
FL-3 91915 63114 0 0 0 0 0
FL-4 103531 135883 57 0 0 0 0
FL-5 129698 114356 19495 0 0 0 0
FL-6 76419 144195 0 0 0 0 0
FL-7 96945 125823 255 0 0 0 0
FL-8 65145 141977 0 0 0 0 0
FL-9 110135 158028 0 0 0 0 0
FL-10 114809 149606 0 0 0 0 0
FL-11 100984 77640 12730 0 0 0 0
FL-12 92346 100484 0 0 0 0 0
FL-13 115767 158881 0 0 0 0 0
FL-14 NA 220351 48160 0 0 0 0
FL-15 132412 128873 0 0 0 0 0
FL-16 101237 157322 0 0 0 0 0
FL-17 102784 NA 15 0 0 0 0
FL-18 52142 104755 0 0 0 0 0
FL-19 177423 103867 4 0 0 0 0
FL-20 130959 91589 15341 0 0 0 0
FL-21 NA 1 0 0 0 0 0
FL-22 91625 128400 27063 0 0 0 0
FL-23 84249 44807 14879 0 0 0 0
GA-1 75808 103932 0 0 0 0 0
GA-2 95789 54593 0 0 0 0 0
GA-3 94271 114107 0 0 0 0 0
GA-4 123819 126495 0 0 0 0 0
GA-5 147445 56960 2 0 0 0 0
GA-6 116196 158761 0 0 0 0 0
GA-7 111374 82915 0 0 0 0 0
GA-8 108472 86220 0 0 0 0 0
GA-9 113024 77919 0 0 0 0 0
GA-10 108426 93059 0 0 0 0 0
GA-11 120168 44221 11 0 0 0 0
HI-1 129332 41575 6569 0 0 0 0
HI-2 131454 40070 9431 0 0 0 0
ID-1 140985 90983 10922 0 0 0 0
ID-2 81450 139783 8724 0 0 0 0
IL-1 209258 43453 0 0 0 0 0
IL-2 182614 31957 19293 0 0 0 0
IL-3 162165 93128 0 0 0 0 0
IL-4 90452 26154 0 0 0 0 0
IL-5 132889 90738 8456 0 0 0 0
IL-6 86891 165009 4 0 0 0 0
IL-7 182811 35346 7124 0 0 0 0
