AREA DEM REP OTH OVERVOTES UNDERVOTES BLANKVOTES TOT
AREA DEM REP OTH OVERVOTES UNDERVOTES BLANKVOTES TOT
AL-1 NA 129063 27218 0 0 0 0
AL-2 106865 111645 518 0 0 0 0
AL-3 80204 117736 199 0 0 0 0
AL-4 NA 167714 2007 0 0 0 0
AL-5 95192 131109 189 0 0 0 0
AL-6 NA 205288 4076 0 0 0 0
AL-7 136696 51890 138 0 0 0 0
AK-1 77606 175384 1345 0 0 0 0
AZ-1 99233 112816 14869 0 0 0 0
AZ-2 82891 173173 10830 0 0 0 0
AZ-3 85610 108689 13772 0 0 0 0
AZ-4 61524 25300 5083 0 0 0 0
AZ-5 91749 110374 10127 0 0 0 0
AZ-6 72615 165649 11119 0 0 0 0
AZ-7 79935 70385 8824 0 0 0 0
AZ-8 138280 134124 11174 0 0 0 0
AR-1 78267 93224 8525 0 0 0 0
AR-2 80687 122091 8074 0 0 0 0
AR-3 56542 148581 0 0 0 0 0
AR-4 102479 71526 4129 0 0 0 0
CA-1 147307 72803 14482 0 0 0 0
CA-2 98092 130837 11 0 0 0 0
CA-3 113128 131169 17641 0 0 0 0
CA-4 95653 186397 22179 0 0 0 0
CA-5 124220 43577 4613 0 0 0 0
CA-6 172216 77361 11575 0 0 0 0
CA-7 122435 56764 0 0 0 0 0
CA-8 167957 31711 10028 0 0 0 0
CA-9 180400 23054 10631 0 0 0 0
CA-10 137578 88512 7716 0 0 0 0
CA-11 115361 112703 12439 0 0 0 0
CA-12 152044 44475 4643 0 0 0 0
CA-13 118278 45575 525 0 0 0 0
CA-14 151217 60917 6735 0 0 0 0
CA-15 126147 60468 0 0 0 0 0
CA-16 105841 37913 12304 0 0 0 0
CA-17 118734 53176 6229 0 0 0 0
CA-18 72853 51716 0 0 0 0 0
CA-19 69912 128394 596 0 0 0 0
CA-20 46247 43197 0 0 0 0 0
CA-21 NA 135979 0 0 0 0 0
CA-22 NA 173490 2173 0 0 0 0
CA-23 111768 72744 8951 0 0 0 0
CA-24 96279 144055 0 0 0 0 0
CA-25 73028 118308 0 0 0 0 0
CA-26 76093 112774 19480 0 0 0 0
CA-27 102927 55056 0 0 0 0 0
CA-28 88385 28493 10229 0 0 0 0
CA-29 104374 51534 5218 0 0 0 0
CA-30 153663 75948 8136 0 0 0 0
CA-31 76363 14740 3 0 0 0 0
CA-32 77759 31697 0 0 0 0 0
CA-33 131990 21342 1 0 0 0 0
CA-34 69382 20457 0 0 0 0 0
CA-35 98131 25561 2 0 0 0 0
CA-36 114489 66706 10840 0 0 0 0
CA-37 85799 29159 10560 0 0 0 0
CA-38 85459 30883 0 0 0 0 0
CA-39 81590 42037 5334 0 0 0 0
CA-40 59400 119455 0 0 0 0 0
CA-41 74394 127857 35 0 0 0 0
CA-42 65122 127161 12115 0 0 0 0
CA-43 70026 36890 0 0 0 0 0
CA-44 85784 107482 0 0 0 0 0
CA-45 87141 106472 13188 0 0 0 0
CA-46 84940 139822 20 0 0 0 0
CA-47 50832 37679 7443 0 0 0 0
CA-48 88465 145481 8773 0 0 0 0
CA-49 59714 119088 10875 0 0 0 0
CA-50 97818 142247 11016 0 0 0 0
CA-51 86423 57488 5 0 0 0 0
CA-52 70870 139460 10732 0 0 0 0
CA-53 104800 57230 6298 0 0 0 0
CO-1 140073 59747 7931 0 0 0 0
CO-2 148720 98171 12143 0 0 0 0
CO-3 118048 129257 10694 0 0 0 0
CO-4 109249 138634 16298 0 0 0 0
CO-5 68039 152829 11566 0 0 0 0
CO-6 104104 217368 9471 0 0 0 0
CO-7 112667 88026 10117 0 0 0 0
CT-1 138440 84076 3522 0 0 0 0
CT-2 147748 95671 3390 0 0 0 0
CT-3 143565 74107 2989 0 0 0 0
CT-4 115351 102030 10 0 0 0 0
CT-5 122879 104402 22 0 0 0 0
DE-1 173543 125442 6651 0 0 0 0
FL-1 NA 170821 42705 0 0 0 0
FL-2 105211 136371 12856 0 0 0 0
FL-3 94744 50932 4625 0 0 0 0
FL-4 NA 178238 52607 0 0 0 0
FL-5 100858 208815 0 0 0 0 0
FL-6 NA 179349 71632 0 0 0 0
FL-7 83206 185470 0 0 0 0 0
FL-8 84167 123586 12491 0 0 0 0
FL-9 66158 165433 0 0 0 0 0
FL-10 71313 137943 0 0 0 0 0
FL-11 91328 61817 0 0 0 0 0
FL-12 87769 102704 22857 0 0 0 0
FL-13 83123 183811 0 0 0 0 0
FL-14 74525 188341 11825 0 0 0 0
FL-15 85595 157079 0 0 0 0 0
FL-16 80327 162285 151 0 0 0 0
FL-17 106361 NA 17009 0 0 0 0
FL-18 46235 102360 0 0 0 0 0
FL-19 132098 78733 228 0 0 0 0
FL-20 100787 63845 2938 0 0 0 0
FL-21 NA 1 0 0 0 0 0
FL-22 99804 118890 0 0 0 0 0
FL-23 100066 26804 0 0 0 0 0
FL-24 98787 146129 115 0 0 0 0
FL-25 61138 74859 7556 0 0 0 0
GA-1 46449 117270 0 0 0 0 0
GA-2 86520 81673 0 0 0 0 0
GA-3 73932 168304 3 0 0 0 0
GA-4 131760 44707 0 0 0 0 0
GA-5 130782 46622 0 0 0 0 0
GA-6 NA 198100 188 0 0 0 0
GA-7 78996 160898 0 0 0 0 0
GA-8 92250 102770 0 0 0 0 0
GA-9 NA 173512 0 0 0 0 0
GA-10 66905 138062 0 0 0 0 0
GA-11 NA 163515 0 0 0 0 0
GA-12 92459 70938 0 0 0 0 0
GA-13 140294 61771 0 0 0 0 0
HI-1 94140 82723 0 0 0 0 0
HI-2 132290 46404 4564 0 0 0 0
ID-1 102135 126231 19061 0 0 0 0
ID-2 48749 137468 13500 0 0 0 0
IL-1 148170 29253 6963 0 0 0 0
IL-2 150666 25883 10564 0 0 0 0
IL-3 116120 40479 10028 0 0 0 0
IL-4 63273 11711 6808 0 0 0 0
IL-5 108360 38935 6140 0 0 0 0
IL-6 65379 114456 0 0 0 0 0
IL-7 149846 29575 4428 0 0 0 0
IL-8 97825 98115 6495 0 0 0 0
IL-9 117553 55182 4472 0 0 0 0
IL-10 105290 109941 1 0 0 0 0
IL-11 96019 129108 0 0 0 0 0
IL-12 121272 74046 7387 0 0 0 0
IL-13 86281 152132 0 0 0 0 0
IL-14 98645 112369 7999 0 0 0 0
IL-15 75948 136915 0 0 0 0 0
IL-16 66037 138299 8425 0 0 0 0
IL-17 85454 104583 8861 0 0 0 0
IL-18 57046 152868 11256 0 0 0 0
IL-19 67132 166166 0 0 0 0 0
IN-1 99387 65558 4762 0 0 0 0
IN-2 91341 88803 9447 0 0 0 0
IN-3 61267 116140 7642 0 0 0 0
IN-4 53167 138732 10423 0 0 0 0
IN-5 60024 146899 29484 0 0 0 0
IN-6 56647 126027 6635 0 0 0 0
IN-7 86011 55213 4815 0 0 0 0
IN-8 76265 117259 10240 0 0 0 0
IN-9 95353 118040 12139 0 0 0 0
IA-1 104428 100219 4163 0 0 0 0
IA-2 115839 104319 7017 0 0 0 0
IA-3 122147 111925 6684 0 0 0 0
IA-4 74300 152588 132 0 0 0 0
IA-5 63160 128363 94 0 0 0 0
KS-1 44068 142281 6537 0 0 0 0
KS-2 66588 130034 9353 0 0 0 0
KS-3 90193 136246 6846 0 0 0 0
KS-4 74143 119575 9665 0 0 0 0
KY-1 62090 153840 0 0 0 0 0
KY-2 73749 155906 0 0 0 0 0
KY-3 139940 112627 3363 0 0 0 0
KY-4 66694 151813 0 0 0 0 0
KY-5 44034 151019 0 0 0 0 0
KY-6 119812 119164 247 0 0 0 0
LA-1 38416 157182 4578 0 0 0 0
LA-2 83705 43378 2521 0 0 0 0
LA-3 61914 108963 0 0 0 0 0
LA-4 54609 105223 8962 0 0 0 0
LA-5 NA 122033 33279 0 0 0 0
LA-6 72577 138607 0 0 0 0 0
LA-7 NA 1 0 0 0 0 0
ME-1 169114 128501 42 0 0 0 0
ME-2 147042 119669 0 0 0 0 0
MD-1 120400 155118 11294 0 0 0 0
MD-2 134133 69523 5248 0 0 0 0
MD-3 147448 86947 7034 0 0 0 0
MD-4 160228 31467 325 0 0 0 0
MD-5 155110 83575 2698 0 0 0 0
MD-6 80455 148820 12914 0 0 0 0
MD-7 152669 46375 4024 0 0 0 0
MD-8 153613 52421 3633 0 0 0 0
MA-1 128011 74418 10880 0 0 0 0
MA-2 122751 91209 0 0 0 0 0
MA-3 122708 85124 9388 0 0 0 0
MA-4 126194 101517 6318 0 0 0 0
MA-5 122858 94646 6378 0 0 0 0
MA-6 142732 107930 0 0 0 0 0
MA-7 145696 73467 0 0 0 0 0
MA-8 134974 NA 0 0 0 0 0
MA-9 157071 59965 12572 0 0 0 0
MA-10 132743 120029 30234 0 0 0 0
MI-1 94824 120523 16690 0 0 0 0
MI-2 72118 148864 7096 0 0 0 0
MI-3 83953 133714 6396 0 0 0 0
MI-4 68458 148531 7365 0 0 0 0
MI-5 107286 89680 5297 0 0 0 0
MI-6 66729 123142 8825 0 0 0 0
MI-7 102402 113185 10082 0 0 0 0
MI-8 84069 156931 3894 0 0 0 0
MI-9 125730 119325 7595 0 0 0 0
MI-10 58530 168364 7036 0 0 0 0
MI-11 91710 141224 5353 0 0 0 0
MI-12 124671 71372 8074 0 0 0 0
MI-13 100885 23462 2729 0 0 0 0
MI-14 115511 29902 5065 0 0 0 0
MI-15 118336 83488 6485 0 0 0 0
MN-1 122365 109242 16398 0 0 0 0
MN-2 104809 181341 303 0 0 0 0
MN-3 100240 161177 12675 0 0 0 0
MN-4 136746 80141 14539 0 0 0 0
MN-5 154833 55222 18801 0 0 0 0
MN-6 120846 159476 23369 0 0 0 0
MN-7 133096 90652 17349 0 0 0 0
MN-8 129091 133490 14500 0 0 0 0
MS-1 89388 121074 8631 0 0 0 0
MS-2 105327 64499 1530 0 0 0 0
MS-3 60737 132393 1586 0 0 0 0
MS-4 95243 105613 2528 0 0 0 0
MO-1 135907 43649 5223 0 0 0 0
MO-2 77467 180481 7684 0 0 0 0
MO-3 99398 94757 8930 0 0 0 0
MO-4 101532 113489 10035 0 0 0 0
MO-5 102076 84578 4769 0 0 0 0
MO-6 67762 154103 47 0 0 0 0
MO-7 67545 141010 13876 0 0 0 0
MO-8 56377 128499 11123 0 0 0 0
MO-9 NA 162724 47634 0 0 0 0
MT-1 121954 217696 20691 0 0 0 0
NE-1 47106 116871 0 0 0 0 0
NE-2 60486 93840 0 0 0 0 0
NE-3 29932 117275 0 0 0 0 0
NV-1 103246 58995 4965 0 0 0 0
NV-2 87421 169458 10829 0 0 0 0
NV-3 127168 128916 11790 0 0 0 0
NH-1 95503 121655 7966 0 0 0 0
NH-2 105060 108610 10993 0 0 0 0
NJ-1 106334 58562 3371 0 0 0 0
NJ-2 51690 109460 5970 0 0 0 0
NJ-3 104252 110215 5842 0 0 0 0
NJ-4 52118 129752 5068 0 0 0 0
NJ-5 62634 124030 4329 0 0 0 0
NJ-6 81933 65413 2316 0 0 0 0
NJ-7 71902 105084 0 0 0 0 0
NJ-8 88478 51023 1707 0 0 0 0
NJ-9 83564 52082 1980 0 0 0 0
NJ-10 95299 14357 2221 0 0 0 0
NJ-11 55472 122149 4179 0 0 0 0
NJ-12 108214 93634 2154 0 0 0 0
NJ-13 62840 19538 2418 0 0 0 0
NM-1 112010 104215 0 0 0 0 0
NM-2 75708 94053 0 0 0 0 0
NM-3 120048 90617 0 0 0 0 0
NY-1 98316 97723 0 0 0 0 0
NY-2 94594 72029 1256 0 0 0 0
NY-3 51346 131674 0 0 0 0 0
NY-4 94483 81718 0 0 0 0 0
NY-5 72239 41493 798 0 0 0 0
NY-6 85096 11826 0 0 0 0 0
NY-7 71247 16145 1038 0 0 0 0
NY-8 98839 31996 0 0 0 0 0
NY-9 67011 43129 0 0 0 0 0
NY-10 95485 7419 0 0 0 0 0
NY-11 104297 10858 0 0 0 0 0
NY-12 68624 NA 4482 0 0 0 0
NY-13 60773 65024 929 0 0 0 0
NY-14 107327 32065 3508 0 0 0 0
NY-15 91225 11754 10450 0 0 0 0
NY-16 61642 2758 0 0 0 0 0
NY-17 95346 29792 5661 0 0 0 0
NY-18 115619 70413 0 0 0 0 0
NY-19 98766 109956 0 0 0 0 0
NY-20 107075 130178 0 0 0 0 0
NY-21 124889 95752 0 0 0 0 0
NY-22 98661 88687 0 0 0 0 0
NY-23 82232 80237 10507 0 0 0 0
NY-24 89809 101599 0 0 0 0 0
NY-25 103954 104602 0 0 0 0 0
NY-26 54307 151449 0 0 0 0 0
NY-27 119085 76320 0 0 0 0 0
NY-28 102514 55392 0 0 0 0 0
NY-29 86099 112314 0 0 0 0 0
NC-1 103294 70867 0 0 0 0 0
NC-2 92393 93876 3505 0 0 0 0
NC-3 51317 143225 4762 0 0 0 0
NC-4 155384 116448 0 0 0 0 0
NC-5 72762 140525 0 0 0 0 0
NC-6 51507 156252 0 0 0 0 0
NC-7 113957 98328 0 0 0 0 0
NC-8 88776 73129 5537 0 0 0 0
NC-9 71450 158790 0 0 0 0 0
NC-10 52972 130813 0 0 0 0 0
NC-11 131225 110246 0 0 0 0 0
NC-12 103495 55315 3197 0 0 0 0
NC-13 116103 93099 0 0 0 0 0
ND-1 106542 129802 0 0 0 0 0
OH-1 92672 103770 5076 0 0 0 0
OH-2 82431 139027 16387 0 0 0 0
OH-3 71455 152629 0 0 0 0 0
OH-4 50533 146029 7708 0 0 0 0
OH-5 54919 140703 11831 0 0 0 0
OH-6 92823 103170 9582 0 0 0 0
OH-7 70400 135721 12192 0 0 0 0
OH-8 65883 142731 8822 0 0 0 0
OH-9 121819 83423 0 0 0 0 0
OH-10 101343 83809 5874 0 0 0 0
OH-11 139693 28754 0 0 0 0 0
OH-12 110307 150163 8710 0 0 0 0
OH-13 118806 94367 0 0 0 0 0
OH-14 72604 149878 8383 0 0 0 0
OH-15 91077 119471 10048 0 0 0 0
OH-16 90833 114652 14652 0 0 0 0
OH-17 102758 57352 30556 0 0 0 0
OH-18 80756 107426 11266 0 0 0 0
OK-1 NA 151173 45656 0 0 0 0
OK-2 108203 83226 0 0 0 0 0
OK-3 45689 161927 0 0 0 0 0
OK-4 NA 1 0 0 0 0 0
OK-5 68074 123236 5795 0 0 0 0
OR-1 160357 122858 9302 0 0 0 0
OR-2 72173 206245 0 0 0 0 0
OR-3 193104 67714 14577 0 0 0 0
OR-4 162416 129877 5215 0 0 0 0
OR-5 145319 130313 7557 0 0 0 0
PA-1 149944 NA 0 0 0 0 0
PA-2 182800 21907 0 0 0 0 0
PA-3 88924 111909 0 0 0 0 0
PA-4 120827 116958 0 0 0 0 0
PA-5 52375 127427 5710 0 0 0 0
PA-6 100493 133770 0 0 0 0 0
PA-7 110314 137825 2708 0 0 0 0
PA-8 113547 130759 0 0 0 0 0
PA-9 52322 141904 0 0 0 0 0
PA-10 89846 110599 0 0 0 0 0
PA-11 84618 102179 0 0 0 0 0
PA-12 94056 91170 0 0 0 0 0
PA-13 118710 91987 0 0 0 0 0
PA-14 122073 49997 5400 0 0 0 0
PA-15 79766 109534 15248 0 0 0 0
PA-16 70994 134113 0 0 0 0 0
PA-17 118486 95000 0 0 0 0 0
PA-18 78558 161888 0 0 0 0 0
PA-19 53549 165219 10988 0 0 0 0
RI-1 81269 71542 8003 0 0 0 0
RI-2 104442 55409 14819 0 0 0 0
SC-1 67008 152755 13932 0 0 0 0
SC-2 113625 138861 7186 0 0 0 0
SC-3 73095 126235 2778 0 0 0 0
SC-4 62438 137586 16814 0 0 0 0
SC-5 102296 125834 156 0 0 0 0
SC-6 125459 72661 1470 0 0 0 0
SD-1 146589 153703 19134 0 0 0 0
TN-1 26045 123006 3110 0 0 0 0
TN-2 25400 141796 6184 0 0 0 0
TN-3 45387 92032 24637 0 0 0 0
TN-4 70254 103969 7968 0 0 0 0
TN-5 99162 74204 2996 0 0 0 0
TN-6 56145 128517 6422 0 0 0 0
TN-7 54347 158916 6320 0 0 0 0
TN-8 64960 98759 3686 0 0 0 0
TN-9 99827 33879 1201 0 0 0 0
TX-1 NA 129398 14811 0 0 0 0
TX-2 NA 130020 16711 0 0 0 0
TX-3 47848 101180 3624 0 0 0 0
TX-4 40975 136338 8973 0 0 0 0
TX-5 41649 106742 2958 0 0 0 0
TX-6 50717 107140 4700 0 0 0 0
TX-7 NA 143655 32723 0 0 0 0
TX-8 34694 161417 4988 0 0 0 0
TX-9 80107 24201 1459 0 0 0 0
TX-10 74086 144980 5105 0 0 0 0
TX-11 23989 125581 5770 0 0 0 0
TX-12 38434 109882 4601 0 0 0 0
TX-13 NA 113201 16842 0 0 0 0
TX-14 44431 140623 0 0 0 0 0
TX-15 53546 39964 2570 0 0 0 0
TX-16 49301 31051 4540 0 0 0 0
TX-17 63138 106696 2808 0 0 0 0
TX-18 85108 33067 3146 0 0 0 0
TX-19 25984 106059 4315 0 0 0 0
TX-20 58645 31757 1783 0 0 0 0
TX-21 65927 162924 7694 0 0 0 0
TX-22 62082 140537 5604 0 0 0 0
TX-23 67348 74853 9333 0 0 0 0
TX-24 NA 100078 22609 0 0 0 0
TX-25 99967 84849 4431 0 0 0 0
TX-26 55385 120984 4062 0 0 0 0
TX-27 50179 50976 5376 0 0 0 0
TX-28 62773 46740 1889 0 0 0 0
TX-29 43257 22825 866 0 0 0 0
TX-30 86322 24668 2988 0 0 0 0
TX-31 NA 126384 26735 0 0 0 0
TX-32 44258 79433 3178 0 0 0 0
UT-1 46765 135247 13450 0 0 0 0
UT-2 127151 116001 8695 0 0 0 0
UT-3 44320 139721 9145 0 0 0 0
VT-1 154006 76403 8112 0 0 0 0
VA-1 73824 135564 2848 0 0 0 0
VA-2 70591 88340 7358 0 0 0 0
VA-3 114754 44553 4593 0 0 0 0
VA-4 74298 123659 432 0 0 0 0
VA-5 110562 119560 5177 0 0 0 0
VA-6 NA 127487 39667 0 0 0 0
VA-7 79616 138209 15577 0 0 0 0
VA-8 116404 71145 3199 0 0 0 0
VA-9 86743 95726 4448 0 0 0 0
VA-10 72604 131116 4836 0 0 0 0
VA-11 111720 110739 4492 0 0 0 0
WA-1 172642 126737 0 0 0 0 0
WA-2 155241 148722 0 0 0 0 0
WA-3 135654 152799 0 0 0 0 0
WA-4 74973 156726 0 0 0 0 0
WA-5 101146 177235 0 0 0 0 0
WA-6 151873 109800 0 0 0 0 0
WA-7 232649 NA 47741 0 0 0 0
WA-8 148581 161296 0 0 0 0 0
WA-9 123743 101851 0 0 0 0 0
WV-1 89220 90660 0 0 0 0 0
WV-2 55001 126814 3431 0 0 0 0
WV-3 83636 65611 0 0 0 0 0
WI-1 79363 179819 4311 0 0 0 0
WI-2 191164 118099 0 0 0 0 0
WI-3 126380 116838 8001 0 0 0 0
WI-4 143559 61543 2802 0 0 0 0
WI-5 90634 229642 10813 0 0 0 0
WI-6 75926 183271 0 0 0 0 0
WI-7 113018 132551 8397 0 0 0 0
WI-8 118646 143998 0 0 0 0 0
WY-1 45768 131661 9540 0 0 0 0
