AREA DEM REP OTH OVERVOTES UNDERVOTES BLANKVOTES TOT
AREA DEM REP OTH OVERVOTES UNDERVOTES BLANKVOTES TOT
AL-1 NA 151188 14481 0 0 0 0
AL-2 64958 151830 5848 0 0 0 0
AL-3 NA 147317 22202 0 0 0 0
AL-4 86400 140009 4697 0 0 0 0
AL-5 186059 NA 23455 0 0 0 0
AL-6 NA 212751 29166 0 0 0 0
AL-7 148243 46134 4256 0 0 0 0
AK-1 45372 190862 38159 0 0 0 0
AZ-1 97455 123289 9227 0 0 0 0
AZ-2 84034 32990 5581 0 0 0 0
AZ-3 94676 198367 8927 0 0 0 0
AZ-4 71803 140396 7298 0 0 0 0
AZ-5 101564 172986 13059 0 0 0 0
AZ-6 108317 186687 9000 0 0 0 0
AR-1 120266 79437 253 0 0 0 0
AR-2 126957 93692 0 0 0 0 0
AR-3 NA 1 0 0 0 0 0
AR-4 108143 104017 0 0 0 0 0
CA-1 155638 66987 16710 0 0 0 0
CA-2 72075 168172 15609 0 0 0 0
CA-3 93067 129254 7861 0 0 0 0
CA-4 97974 197503 15946 0 0 0 0
CA-5 147025 55945 11089 0 0 0 0
CA-6 182116 80169 20833 0 0 0 0
CA-7 159692 44154 4943 0 0 0 0
CA-8 181847 25298 8283 0 0 0 0
CA-9 182352 21033 11265 0 0 0 0
CA-10 160429 134863 9527 0 0 0 0
CA-11 79539 120635 8433 0 0 0 0
CA-12 158404 44162 9990 0 0 0 0
CA-13 129012 44499 9635 0 0 0 0
CA-14 161720 59338 9204 0 0 0 0
CA-15 128545 99866 8411 0 0 0 0
CA-16 115118 37213 7415 0 0 0 0
CA-17 143219 51557 13984 0 0 0 0
CA-18 121003 56465 2860 0 0 0 0
CA-19 70578 144517 7520 0 0 0 0
CA-20 66235 57563 2736 0 0 0 0
CA-21 49318 142539 7243 0 0 0 0
CA-22 135538 113094 6438 0 0 0 0
CA-23 89918 119479 11637 0 0 0 0
CA-24 155398 70169 9877 0 0 0 0
CA-25 73921 138628 10229 0 0 0 0
CA-26 96500 NA 18281 0 0 0 0
