AREA DEM REP OTH OVERVOTES UNDERVOTES BLANKVOTES TOT
AREA DEM REP OTH OVERVOTES UNDERVOTES BLANKVOTES TOT
AL-1 NA 210660 3707 0 0 0 0
AL-2 144368 142578 448 0 0 0 0
AL-3 121080 142708 332 0 0 0 0
AL-4 66077 196741 349 0 0 0 0
AL-5 158324 147314 1644 0 0 0 0
AL-6 NA 280902 6335 0 0 0 0
AL-7 228518 NA 3183 0 0 0 0
AK-1 142560 158939 15479 0 0 0 0
AZ-1 155791 109924 13072 0 0 0 0
AZ-2 125611 200914 11498 0 0 0 0
AZ-3 115759 148800 10602 0 0 0 0
AZ-4 89721 26435 8271 0 0 0 0
AZ-5 149033 122165 9167 0 0 0 0
AZ-6 115457 208582 10137 0 0 0 0
AZ-7 124304 64425 7760 0 0 0 0
AZ-8 179629 140553 8084 0 0 0 0
AR-1 1 NA 0 0 0 0 0
AR-2 212303 NA 65063 0 0 0 0
AR-3 NA 215196 58850 0 0 0 0
AR-4 203178 NA 32603 0 0 0 0
CA-1 197812 67853 24807 0 0 0 0
CA-2 118878 163459 0 0 0 0 0
CA-3 137971 155424 20651 0 0 0 0
CA-4 183990 185790 0 0 0 0 0
CA-5 164242 46002 10911 0 0 0 0
CA-6 229672 77073 13617 0 0 0 0
CA-7 170962 51166 12645 0 0 0 0
CA-8 204996 27614 52637 0 0 0 0
CA-9 238915 26917 11768 0 0 0 0
CA-10 192226 91877 11062 0 0 0 0
CA-11 164500 133104 12 0 0 0 0
CA-12 200442 49258 17153 0 0 0 0
CA-13 166829 51447 0 0 0 0 0
CA-14 190301 60610 21855 0 0 0 0
CA-15 170977 55489 12123 0 0 0 0
CA-16 146481 49399 9447 0 0 0 0
CA-17 168907 59037 682 0 0 0 0
CA-18 130192 NA 0 0 0 0 0
CA-19 NA 179245 2856 0 0 0 0
CA-20 93023 32118 0 0 0 0 0
CA-21 66317 143498 0 0 0 0 0
CA-22 NA 224549 0 0 0 0 0
CA-23 171403 80385 0 0 0 0 0
CA-24 125560 174492 0 0 0 0 0
CA-25 105929 144660 0 0 0 0 0
CA-26 108039 140615 18476 0 0 0 0
CA-27 145812 52852 14171 0 0 0 0
CA-28 137471 NA 150 0 0 0 0
CA-29 146198 56727 9219 0 0 0 0
CA-30 242792 NA 0 0 0 0 0
CA-31 110955 NA 0 0 0 0 0
CA-32 130142 NA 8 0 0 0 0
CA-33 186924 26536 0 0 0 0 0
CA-34 98503 29266 0 0 0 0 0
CA-35 150778 24169 7632 0 0 0 0
CA-36 171948 78543 0 0 0 0 0
CA-37 131342 NA 43910 0 0 0 0
CA-38 130211 NA 29113 0 0 0 0
CA-39 125289 54533 0 0 0 0 0
CA-40 86772 144923 0 0 0 0 0
CA-41 99214 159486 0 0 0 0 0
CA-42 104909 158404 0 0 0 0 0
CA-43 108259 48312 0 0 0 0 0
CA-44 123890 129937 0 0 0 0 0
CA-45 111026 155166 0 0 0 0 0
CA-46 122891 149818 12568 0 0 0 0
CA-47 85878 31432 6274 0 0 0 0
CA-48 125537 171658 11507 0 0 0 0
CA-49 90138 140300 10232 0 0 0 0
CA-50 141635 157502 14365 0 0 0 0
CA-51 148281 49345 6199 0 0 0 0
CA-52 111051 160724 13363 0 0 0 0
CA-53 161315 64658 9569 0 0 0 0
CO-1 203755 67345 12146 0 0 0 0
CO-2 215571 116591 12202 0 0 0 0
CO-3 203455 126762 0 0 0 0 0
CO-4 187347 146028 0 0 0 0 0
CO-5 113025 183178 8939 0 0 0 0
CO-6 162639 250877 0 0 0 0 0
CO-7 173931 100055 0 0 0 0 0
CT-1 211493 76860 7204 0 0 0 0
CT-2 212148 104574 6319 0 0 0 0
CT-3 230172 58583 8613 0 0 0 0
CT-4 158475 146854 3447 0 0 0 0
