AREA DEM REP OTH OVERVOTES UNDERVOTES BLANKVOTES TOT
AREA DEM REP OTH OVERVOTES UNDERVOTES BLANKVOTES TOT
AL-1 52770 112944 127 0 0 0 0
AL-2 54450 124302 167 0 0 0 0
AL-3 63559 98257 3485 0 0 0 0
AL-4 54382 128484 206 0 0 0 0
AL-5 143015 NA 2540 0 0 0 0
AL-6 NA 163514 2786 0 0 0 0
AL-7 133870 NA 1294 0 0 0 0
AK-1 93879 132743 8023 0 0 0 0
AZ-1 88691 105646 9802 0 0 0 0
AZ-2 89671 135150 5739 0 0 0 0
AZ-3 72586 112519 4744 0 0 0 0
AZ-4 56464 18627 2770 0 0 0 0
AZ-5 101838 93815 6357 0 0 0 0
AZ-6 NA 152201 51285 0 0 0 0
AZ-7 80354 46498 4673 0 0 0 0
AZ-8 137655 106790 9275 0 0 0 0
AR-1 127577 56611 0 0 0 0 0
AR-2 124871 81432 0 0 0 0 0
AR-3 75885 125039 0 0 0 0 0
AR-4 128236 43360 0 0 0 0 0
CA-1 144409 63194 10441 0 0 0 0
CA-2 68234 134911 7057 0 0 0 0
CA-3 86318 135709 6142 0 0 0 0
CA-4 126999 135818 14076 0 0 0 0
CA-5 105676 35106 8484 0 0 0 0
CA-6 173190 64405 9033 0 0 0 0
CA-7 118000 NA 22486 0 0 0 0
CA-8 148435 19800 16404 0 0 0 0
CA-9 167245 20786 5655 0 0 0 0
CA-10 130859 66069 50 0 0 0 0
CA-11 109868 96396 0 0 0 0 0
CA-12 138650 43674 0 0 0 0 0
CA-13 110756 37141 0 0 0 0 0
CA-14 141153 48097 9325 0 0 0 0
CA-15 115532 44186 0 0 0 0 0
CA-16 98929 37130 0 0 0 0 0
CA-17 120750 35932 2611 0 0 0 0
CA-18 71182 37531 0 0 0 0 0
CA-19 71748 110246 0 0 0 0 0
CA-20 61120 NA 0 0 0 0 0
CA-21 42718 95214 4729 0 0 0 0
CA-22 55226 133278 0 0 0 0 0
CA-23 114661 61272 0 0 0 0 0
CA-24 79461 129812 19 0 0 0 0
CA-25 55913 93987 6873 0 0 0 0
CA-26 67878 102028 9238 0 0 0 0
CA-27 92650 42074 0 0 0 0 0
CA-28 79866 20629 7547 0 0 0 0
CA-29 91014 39321 13054 0 0 0 0
CA-30 151284 55904 4546 0 0 0 0
CA-31 64952 NA 0 0 0 0 0
CA-32 76059 NA 15627 0 0 0 0
CA-33 113715 NA 0 0 0 0 0
CA-34 57459 17359 1 0 0 0 0
CA-35 82498 NA 16008 0 0 0 0
CA-36 105323 53068 7762 0 0 0 0
CA-37 80716 NA 17246 0 0 0 0
CA-38 75181 24620 0 0 0 0 0
CA-39 72149 37384 0 0 0 0 0
CA-40 46418 100995 3876 0 0 0 0
CA-41 54235 109761 48 0 0 0 0
CA-42 NA 129720 0 0 0 0 0
CA-43 52791 29069 0 0 0 0 0
CA-44 55275 89555 4486 0 0 0 0
CA-45 64613 99638 0 0 0 0 0
CA-46 71573 116176 7303 0 0 0 0
CA-47 47134 28485 0 0 0 0 0
CA-48 74647 120130 5750 0 0 0 0
CA-49 52227 98831 5079 0 0 0 0
CA-50 96612 118018 7472 0 0 0 0
CA-51 78114 34931 2794 0 0 0 0
CA-52 61208 123696 6465 0 0 0 0
CA-53 97541 43312 3534 0 0 0 0
CO-1 129446 NA 32825 0 0 0 0
CO-2 157850 65481 7976 0 0 0 0
CO-3 146488 86930 4440 0 0 0 0
CO-4 103748 109732 27133 0 0 0 0
CO-5 83431 123264 53 0 0 0 0
CO-6 108007 158806 4118 0 0 0 0
CT-1 154539 53010 43 0 0 0 0
CT-2 121248 121165 0 0 0 0 0
CT-3 150436 44386 3089 0 0 0 0
CT-4 99450 106510 3059 0 0 0 0
CT-5 122980 94824 0 0 0 0 0
DE-1 97565 143897 10232 0 0 0 0
FL-1 62340 135786 0 0 0 0 0
FL-2 1 NA 0 0 0 0 0
FL-3 1 NA 0 0 0 0 0
FL-4 61704 141759 16 0 0 0 0
FL-5 108959 162421 0 0 0 0 0
FL-6 91528 136601 0 0 0 0 0
FL-7 87584 149656 0 0 0 0 0
FL-8 82526 95258 2660 0 0 0 0
FL-9 96978 123016 19 0 0 0 0
FL-10 67950 131488 7 0 0 0 0
FL-11 97470 42454 18 0 0 0 0
FL-12 NA 124452 55612 0 0 0 0
FL-13 118940 119309 0 0 0 0 0
FL-14 83920 151615 4 0 0 0 0
FL-15 97834 125965 0 0 0 0 0
FL-16 115832 111415 6526 0 0 0 0
FL-17 90663 NA 23 0 0 0 0
FL-18 48499 79631 2 0 0 0 0
FL-19 1 NA 0 0 0 0 0
FL-20 1 NA 0 0 0 0 0
FL-21 45522 66784 0 0 0 0 0
FL-22 108688 100663 4254 0 0 0 0
FL-23 1 NA 0 0 0 0 0
FL-24 89863 123795 0 0 0 0 0
FL-25 43168 60765 0 0 0 0 0
GA-1 43668 94961 0 0 0 0 0
GA-2 88662 41967 0 0 0 0 0
GA-3 62371 130428 0 0 0 0 0
GA-4 106352 34778 0 0 0 0 0
GA-5 122380 NA 0 0 0 0 0
GA-6 55294 144958 0 0 0 0 0
GA-7 53553 130561 0 0 0 0 0
GA-8 80660 78908 0 0 0 0 0
GA-9 39240 128685 0 0 0 0 0
GA-10 57032 117721 0 0 0 0 0
GA-11 48261 118524 0 0 0 0 0
GA-12 71651 70787 0 0 0 0 0
GA-13 103019 45770 0 0 0 0 0
