AREA DEM REP OTH OVERVOTES UNDERVOTES BLANKVOTES TOT
AREA DEM REP OTH OVERVOTES UNDERVOTES BLANKVOTES TOT
AL-1 89226 153228 163 0 0 0 0
AL-2 86931 138879 420 0 0 0 0
AL-3 83996 147770 149 0 0 0 0
AL-4 46492 184255 222 0 0 0 0
AL-5 101388 159063 222 0 0 0 0
AL-6 85644 192542 142 0 0 0 0
AL-7 185010 NA 4153 0 0 0 0
AK-1 131199 149779 1188 0 0 0 0
AZ-1 143240 122784 65 0 0 0 0
AZ-2 161000 133083 69 0 0 0 0
AZ-3 114650 64868 0 0 0 0 0
AZ-4 84521 188842 3672 0 0 0 0
AZ-5 127027 186037 0 0 0 0 0
AZ-6 140559 173140 0 0 0 0 0
AZ-7 113044 NA 19007 0 0 0 0
AZ-8 135569 168835 13 0 0 0 0
AZ-9 159583 101662 0 0 0 0 0
AR-1 57907 138757 4581 0 0 0 0
AR-2 116135 132125 5193 0 0 0 0
AR-3 74952 148717 6039 0 0 0 0
AR-4 63984 136740 4168 0 0 0 0
CA-1 131548 160046 0 0 0 0 0
CA-2 243081 72576 0 0 0 0 0
CA-3 134875 97376 0 0 0 0 0
CA-4 156253 184401 0 0 0 0 0
CA-5 205860 NA 55158 0 0 0 0
CA-6 162411 NA 0 0 0 0 0
CA-7 155016 126601 0 0 0 0 0
CA-8 NA 102415 0 0 0 0 0
CA-9 113414 87349 0 0 0 0 0
CA-10 115945 105955 0 0 0 0 0
CA-11 204369 71312 0 0 0 0 0
CA-12 275292 41780 0 0 0 0 0
CA-13 260580 NA 34257 0 0 0 0
CA-14 211384 55439 0 0 0 0 0
CA-15 177989 65940 0 0 0 0 0
CA-16 82266 60693 0 0 0 0 0
CA-17 159105 52057 0 0 0 0 0
CA-18 225142 77096 0 0 0 0 0
CA-19 162496 57823 0 0 0 0 0
CA-20 183677 NA 42044 0 0 0 0
CA-21 57239 56377 0 0 0 0 0
CA-22 105136 117243 0 0 0 0 0
CA-23 74661 131113 0 0 0 0 0
CA-24 166550 117881 0 0 0 0 0
CA-25 133209 111813 0 0 0 0 0
CA-26 158216 97210 0 0 0 0 0
CA-27 160504 NA 0 0 0 0 0
CA-28 196662 54272 0 0 0 0 0
CA-29 124697 29995 0 0 0 0 0
CA-30 191573 69420 0 0 0 0 0
CA-31 110143 77352 0 0 0 0 0
CA-32 121759 55272 0 0 0 0 0
CA-33 219091 93769 0 0 0 0 0
CA-34 110195 NA 41711 0 0 0 0
CA-35 103420 45604 0 0 0 0 0
CA-36 122169 84839 0 0 0 0 0
CA-37 210555 25823 0 0 0 0 0
CA-38 139188 62968 0 0 0 0 0
CA-39 126002 118391 0 0 0 0 0
CA-40 93938 NA 27511 0 0 0 0
CA-41 108227 58021 0 0 0 0 0
CA-42 100892 131040 0 0 0 0 0
CA-43 152272 43780 0 0 0 0 0
CA-44 97944 NA 0 0 0 0 0
CA-45 158906 146383 0 0 0 0 0
CA-46 102278 45638 0 0 0 0 0
CA-47 143354 77682 0 0 0 0 0
CA-48 157837 136899 0 0 0 0 0
CA-49 166453 128577 0 0 0 0 0
CA-50 125448 134362 0 0 0 0 0
CA-51 109527 44301 0 0 0 0 0
CA-52 188992 107015 0 0 0 0 0
CA-53 185667 83127 0 0 0 0 0
CO-1 272886 85207 11600 0 0 0 0
CO-2 259608 144901 26105 0 0 0 0
CO-3 146426 173205 16558 0 0 0 0
CO-4 145544 224038 0 0 0 0 0
CO-5 126848 184002 11795 0 0 0 0
CO-6 187639 148685 10493 0 0 0 0
CO-7 204260 119734 14012 0 0 0 0
CT-1 175087 96024 3029 0 0 0 0
CT-2 179731 102483 6900 0 0 0 0
CT-3 174572 95667 0 0 0 0 0
CT-4 168726 106921 4 0 0 0 0
CT-5 151225 119426 13 0 0 0 0
DE-1 227353 125384 0 0 0 0 0
FL-1 106199 216189 0 0 0 0 0
FL-2 96233 199335 0 0 0 0 0
FL-3 129880 176616 0 0 0 0 0
FL-4 123351 248420 9478 0 0 0 0
FL-5 180527 89799 0 0 0 0 0
FL-6 145758 187891 0 0 0 0 0
FL-7 183113 134285 0 0 0 0 0
FL-8 142415 218112 0 0 0 0 0
FL-9 172172 124565 0 0 0 0 0
FL-11 128053 239395 58 0 0 0 0
FL-12 132844 194564 7510 0 0 0 0
FL-13 182717 134254 0 0 0 0 0
FL-15 134132 151380 20 0 0 0 0
FL-16 164463 197483 0 0 0 0 0
FL-17 117194 193326 0 0 0 0 0
FL-18 156454 185905 0 0 0 0 0
FL-19 128106 211465 36 0 0 0 0
FL-20 202659 NA 165 0 0 0 0
FL-22 184634 113049 0 0 0 0 0
FL-23 161611 99446 15309 0 0 0 0
FL-25 84173 128672 0 0 0 0 0
FL-26 119797 115678 0 0 0 0 0
FL-27 130743 115588 6255 0 0 0 0
GA-1 105942 144741 0 0 0 0 0
GA-2 136699 92472 0 0 0 0 0
GA-3 101010 191996 0 0 0 0 0
GA-4 227717 61092 0 0 0 0 0
GA-5 275406 NA 0 0 0 0 0
GA-6 160139 156875 18 0 0 0 0
GA-7 140011 140430 0 0 0 0 0
GA-8 NA 198152 564 0 0 0 0
GA-9 57912 224661 5 0 0 0 0
GA-10 112339 190396 0 0 0 0 0
GA-11 118653 191887 0 0 0 0 0
GA-12 101503 148986 3 0 0 0 0
GA-13 223157 69760 93 0 0 0 0
GA-14 53981 175743 0 0 0 0 0
HI-1 134650 42498 7063 0 0 0 0
HI-2 153271 44850 0 0 0 0 0
ID-1 96922 197719 20428 0 0 0 0
ID-2 110381 170274 0 0 0 0 0
IL-1 189560 50960 17365 0 0 0 0
IL-2 190684 44567 0 0 0 0 0
IL-3 163053 57885 2396 0 0 0 0
IL-4 143895 22294 0 0 0 0 0
IL-5 213992 65134 5 0 0 0 0
IL-6 169001 146445 0 0 0 0 0
