AREA DEM REP OTH OVERVOTES UNDERVOTES BLANKVOTES TOT
AREA DEM REP OTH OVERVOTES UNDERVOTES BLANKVOTES TOT
AL-1 54315 87901 1812 0 0 0 0
AL-2 81904 83290 0 0 0 0 0
AL-3 100864 NA 3920 0 0 0 0
AL-4 118595 NA 12 0 0 0 0
AL-5 108807 24593 1480 0 0 0 0
AL-6 88029 76726 632 0 0 0 0
AL-7 124070 NA 4069 0 0 0 0
AK-1 52011 128274 799 0 0 0 0
AZ-1 41261 89116 4850 0 0 0 0
AZ-2 73468 28407 1799 0 0 0 0
AZ-3 58644 101198 0 0 0 0 0
AZ-4 44182 95620 5664 0 0 0 0
AZ-5 82938 80531 3333 0 0 0 0
AR-1 124208 67427 0 0 0 0 0
AR-2 82913 96775 0 0 0 0 0
AR-3 69089 133909 0 0 0 0 0
AR-4 121256 63661 0 0 0 0 0
CA-1 107749 102043 6374 0 0 0 0
CA-2 81314 116172 3126 0 0 0 0
CA-3 194680 NA 22516 0 0 0 0
CA-4 118476 67047 0 0 0 0 0
CA-5 103268 72139 2904 0 0 0 0
CA-6 96379 82128 5557 0 0 0 0
CA-7 126952 56960 4957 0 0 0 0
CA-8 121537 95694 0 0 0 0 0
CA-9 104393 67702 0 0 0 0 0
CA-10 77263 41506 4512 0 0 0 0
CA-11 109812 76462 6098 0 0 0 0
CA-12 61372 115365 6471 0 0 0 0
CA-13 110805 52806 4553 0 0 0 0
CA-14 77400 134225 0 0 0 0 0
CA-15 86022 45948 3073 0 0 0 0
CA-16 142630 24448 0 0 0 0 0
CA-17 68364 80271 0 0 0 0 0
CA-18 92762 59664 3501 0 0 0 0
CA-19 66042 112486 5718 0 0 0 0
CA-20 57769 123312 0 0 0 0 0
CA-21 46412 138474 7881 0 0 0 0
CA-22 46521 145831 5870 0 0 0 0
CA-23 120788 82031 0 0 0 0 0
CA-24 88516 42133 5420 0 0 0 0
CA-25 71106 NA 12060 0 0 0 0
CA-26 97383 66072 0 0 0 0 0
CA-27 108347 67479 6391 0 0 0 0
CA-28 103469 24473 3210 0 0 0 0
CA-29 97028 24568 0 0 0 0 0
CA-30 60905 52177 0 0 0 0 0
CA-31 86718 33043 0 0 0 0 0
CA-32 84663 57863 3473 0 0 0 0
CA-33 55514 112362 4474 0 0 0 0
CA-34 68316 51026 0 0 0 0 0
CA-35 52349 112786 0 0 0 0 0
CA-36 76546 64361 0 0 0 0 0
CA-37 68510 105065 4297 0 0 0 0
CA-38 73914 61279 5989 0 0 0 0
CA-39 46681 129539 3152 0 0 0 0
CA-40 52546 144228 4826 0 0 0 0
CA-41 58677 140130 4654 0 0 0 0
CA-42 58690 142845 5514 0 0 0 0
CA-43 57995 66444 0 0 0 0 0
CA-44 78474 38447 3904 0 0 0 0
CA-45 50148 117771 3839 0 0 0 0
CO-1 94969 59009 3619 0 0 0 0
CO-2 101194 59580 2862 0 0 0 0
CO-3 92384 77409 3095 0 0 0 0
CO-4 45750 105550 0 0 0 0 0
CO-5 57392 84479 0 0 0 0 0
CO-6 56598 98909 3605 0 0 0 0
CT-1 126798 58075 1237 0 0 0 0
CT-2 95254 74294 1255 0 0 0 0
CT-3 90638 88951 1860 0 0 0 0
CT-4 71110 93660 1127 0 0 0 0
CT-5 101362 70808 1203 0 0 0 0
CT-6 92178 99703 1091 0 0 0 0
DE-1 98533 87153 2378 0 0 0 0
FL-1 82569 28373 0 0 0 0 0
FL-2 79143 49101 0 0 0 0 0
FL-3 73802 13972 0 0 0 0 0
FL-4 83895 41457 0 0 0 0 0
FL-5 49070 69993 0 0 0 0 0
FL-6 85825 54059 13 0 0 0 0
FL-7 85331 29632 0 0 0 0 0
FL-8 NA 1 0 0 0 0 0
FL-9 90697 95009 36 0 0 0 0
FL-10 1 NA 0 0 0 0 0
FL-11 101746 42422 0 0 0 0 0
FL-12 73913 81893 0 0 0 0 0
FL-13 71239 132951 0 0 0 0 0
FL-14 128646 47560 0 0 0 0 0
FL-15 67083 89158 0 0 0 0 0
FL-16 91888 43458 0 0 0 0 0
FL-17 1 NA 0 0 0 0 0
FL-18 72183 29196 0 0 0 0 0
FL-19 74312 51969 0 0 0 0 0
GA-1 65625 36799 1 0 0 0 0
GA-2 73897 NA 8 0 0 0 0
GA-3 74626 30537 8 0 0 0 0
GA-4 38758 20418 8 0 0 0 0
GA-5 53264 3633 9058 0 0 0 0
GA-6 50459 62352 1 0 0 0 0
GA-7 71647 45569 8 0 0 0 0
GA-8 75009 NA 26 0 0 0 0
GA-9 86514 25907 1 0 0 0 0
GA-10 80311 NA 12 0 0 0 0
HI-1 134779 NA 15128 0 0 0 0
HI-2 132072 NA 15936 0 0 0 0
ID-1 74388 86277 0 0 0 0 0
ID-2 76608 83873 0 0 0 0 0
IL-1 172641 4820 1 0 0 0 0
IL-2 140827 20670 297 0 0 0 0
IL-3 137391 48268 0 0 0 0 0
IL-4 66323 79842 7 0 0 0 0
IL-5 110351 35970 1 0 0 0 0
IL-6 45237 97918 13 0 0 0 0
IL-7 133978 20994 2 0 0 0 0
IL-8 124318 24666 1 0 0 0 0
IL-9 114083 54851 2595 0 0 0 0
IL-10 63115 90750 3 0 0 0 0
IL-11 134755 50967 0 0 0 0 0
IL-12 40108 86487 4106 0 0 0 0
IL-13 49105 113423 2 0 0 0 0
