AREA DEM REP OTH OVERVOTES UNDERVOTES BLANKVOTES TOT
AREA DEM REP OTH OVERVOTES UNDERVOTES BLANKVOTES TOT
AL-1 NA 196374 4302 0 0 0 0
AL-2 103092 180591 270 0 0 0 0
AL-3 98141 175306 483 0 0 0 0
AL-4 69706 199071 341 0 0 0 0
AL-5 101772 189185 336 0 0 0 0
AL-6 88267 219262 573 0 0 0 0
AL-7 232520 73835 203 0 0 0 0
AK-1 82927 185296 21581 0 0 0 0
AZ-1 122774 113594 15227 0 0 0 0
AZ-2 147338 144884 57 0 0 0 0
AZ-3 98468 62663 7567 0 0 0 0
AZ-4 69154 162907 11699 0 0 0 0
AZ-5 89589 183470 0 0 0 0 0
AZ-6 97666 179706 15805 0 0 0 0
AZ-7 104489 NA 23338 0 0 0 0
AZ-8 95635 172809 4347 0 0 0 0
AZ-9 121881 111630 16620 0 0 0 0
AR-1 96601 138800 11442 0 0 0 0
AR-2 113156 158175 15267 0 0 0 0
AR-3 NA 186467 59193 0 0 0 0
AR-4 95013 154149 9791 0 0 0 0
CA-1 125386 168827 0 0 0 0 0
CA-2 226216 91310 0 0 0 0 0
CA-3 126882 107086 0 0 0 0 0
CA-4 125885 197803 0 0 0 0 0
CA-5 202872 69545 0 0 0 0 0
CA-6 160667 53406 0 0 0 0 0
CA-7 141241 132050 0 0 0 0 0
CA-8 NA 103093 0 0 0 0 0
CA-9 118373 94704 0 0 0 0 0
CA-10 98934 110265 0 0 0 0 0
CA-11 200743 87136 0 0 0 0 0
CA-12 253709 44478 0 0 0 0 0
CA-13 250436 NA 38146 0 0 0 0
CA-14 203828 54455 0 0 0 0 0
CA-15 120388 NA 0 0 0 0 0
CA-16 84649 62801 0 0 0 0 0
CA-17 159392 57336 0 0 0 0 0
CA-18 212831 89103 0 0 0 0 0
CA-19 162300 59313 0 0 0 0 0
CA-20 172996 60566 0 0 0 0 0
CA-21 49119 67164 0 0 0 0 0
CA-22 81555 132386 0 0 0 0 0
CA-23 NA 158161 57842 0 0 0 0
CA-24 156749 127746 0 0 0 0 0
CA-25 106982 129593 0 0 0 0 0
CA-26 139072 124863 0 0 0 0 0
CA-27 154191 86817 0 0 0 0 0
CA-28 188703 58008 0 0 0 0 0
CA-29 111287 NA 38994 0 0 0 0
CA-30 149456 NA 0 0 0 0 0
CA-31 NA 88964 0 0 0 0 0
CA-32 124903 65208 0 0 0 0 0
CA-33 171860 NA 146660 0 0 0 0
CA-34 120367 20223 0 0 0 0 0
CA-35 79698 NA 0 0 0 0 0
CA-36 110189 97953 0 0 0 0 0
CA-37 207039 32541 0 0 0 0 0
CA-38 145280 69807 0 0 0 0 0
CA-39 106360 145607 0 0 0 0 0
CA-40 73940 NA 0 0 0 0 0
CA-41 103578 72074 0 0 0 0 0
CA-42 84702 130245 0 0 0 0 0
CA-43 143123 NA 0 0 0 0 0
CA-44 99909 NA 0 0 0 0 0
