AREA DEM REP OTH OVERVOTES UNDERVOTES BLANKVOTES TOT
AREA DEM REP OTH OVERVOTES UNDERVOTES BLANKVOTES TOT
AL-1 NA 112872 692 0 0 0 0
AL-2 58136 131428 105 0 0 0 0
AL-3 73357 101731 129 0 0 0 0
AL-4 82065 106297 114 0 0 0 0
AL-5 134819 58536 135 0 0 0 0
AL-6 60657 154761 164 0 0 0 0
AL-7 136431 NA 2750 0 0 0 0
AK-1 77232 139676 6392 0 0 0 0
AZ-1 54108 98840 0 0 0 0 0
AZ-2 57178 23628 3557 0 0 0 0
AZ-3 66979 137618 26 0 0 0 0
AZ-4 49538 102722 6562 0 0 0 0
AZ-5 91030 103952 6491 0 0 0 0
AZ-6 88001 106891 6645 0 0 0 0
AR-1 1 NA 0 0 0 0 0
AR-2 100334 72737 0 0 0 0 0
AR-3 NA 154780 36917 0 0 0 0
AR-4 68194 92346 0 0 0 0 0
CA-1 121713 64692 10400 0 0 0 0
CA-2 70837 128372 6138 0 0 0 0
CA-3 86471 100621 4914 0 0 0 0
CA-4 85394 155306 7524 0 0 0 0
CA-5 130715 47307 3746 0 0 0 0
CA-6 158446 69295 5240 0 0 0 0
CA-7 125842 38290 0 0 0 0 0
CA-8 148027 20781 3654 0 0 0 0
CA-9 140722 22431 6742 0 0 0 0
CA-10 127134 103299 7376 0 0 0 0
CA-11 56345 95496 3608 0 0 0 0
CA-12 128135 36562 8515 0 0 0 0
CA-13 101671 38050 3066 0 0 0 0
CA-14 129663 53719 5528 0 0 0 0
CA-15 70059 111876 2843 0 0 0 0
CA-16 85503 27494 4417 0 0 0 0
CA-17 103719 52470 4501 0 0 0 0
CA-18 118842 NA 18089 0 0 0 0
CA-19 NA 131105 34044 0 0 0 0
CA-20 60599 39183 0 0 0 0 0
CA-21 NA 115989 30994 0 0 0 0
CA-22 109517 85927 3820 0 0 0 0
CA-23 64032 96322 0 0 0 0 0
CA-24 103491 69501 7588 0 0 0 0
CA-25 NA 114013 38669 0 0 0 0
CA-26 69000 NA 14662 0 0 0 0
CA-27 73875 80702 4489 0 0 0 0
CA-28 61721 90607 4872 0 0 0 0
CA-29 131561 40282 6251 0 0 0 0
CA-30 58230 12441 0 0 0 0 0
CA-31 61173 19786 6401 0 0 0 0
CA-32 112253 14622 2617 0 0 0 0
CA-33 43310 6364 0 0 0 0 0
