AREA DEM REP OTH OVERVOTES UNDERVOTES BLANKVOTES TOT
AREA DEM REP OTH OVERVOTES UNDERVOTES BLANKVOTES TOT
AL-1 NA 208083 7810 0 0 0 0
AL-2 112089 134886 29609 0 0 0 0
AL-3 94549 192164 391 0 0 0 0
AL-4 NA 235925 3519 0 0 0 0
AL-5 102234 205647 445 0 0 0 0
AL-6 83709 245313 284 0 0 0 0
AL-7 229330 NA 3698 0 0 0 0
AK-1 111019 155088 42091 0 0 0 0
AZ-1 142219 121745 16746 0 0 0 0
AZ-2 135873 179806 0 0 0 0 0
AZ-3 148973 332 1730 0 0 0 0
AZ-4 81296 203487 0 0 0 0 0
AZ-5 114940 205184 0 0 0 0 0
AZ-6 122866 201578 0 0 0 0 0
AZ-7 119465 39286 60 0 0 0 0
AZ-8 NA 204942 93954 0 0 0 0
AZ-9 169055 108350 102 0 0 0 0
AR-1 NA 183866 57181 0 0 0 0
AR-2 111347 176472 14645 0 0 0 0
AR-3 NA 217192 63715 0 0 0 0
AR-4 NA 182885 61274 0 0 0 0
CA-1 128588 185448 0 0 0 0 0
CA-2 254194 76572 0 0 0 0 0
CA-3 152513 104453 0 0 0 0 0
CA-4 130845 220133 0 0 0 0 0
CA-5 224526 67565 0 0 0 0 0
CA-6 177565 57848 0 0 0 0 0
CA-7 152133 145168 0 0 0 0 0
CA-8 83035 136972 0 0 0 0 0
CA-9 133163 98992 0 0 0 0 0
CA-10 116470 124671 0 0 0 0 0
CA-11 214868 83341 0 0 0 0 0
CA-12 274035 NA 64810 0 0 0 0
CA-13 293117 29754 0 0 0 0 0
CA-14 231630 54817 0 0 0 0 0
CA-15 198578 70619 0 0 0 0 0
CA-16 97473 70483 0 0 0 0 0
CA-17 142268 NA 0 0 0 0 0
CA-18 230460 93470 0 0 0 0 0
CA-19 181802 64061 0 0 0 0 0
CA-20 180980 74811 0 0 0 0 0
CA-21 57282 75126 0 0 0 0 0
CA-22 76211 158755 0 0 0 0 0
CA-23 74468 167116 0 0 0 0 0
CA-24 166034 144780 0 0 0 0 0
CA-25 122406 138755 0 0 0 0 0
CA-26 169248 111059 0 0 0 0 0
CA-27 168977 81655 0 0 0 0 0
CA-28 210883 59526 0 0 0 0 0
